person_age,person_income,loan_amnt,loan_int_rate,loan_status,PD,Exposure,LGD,Expected_Loss,Loan_Grade
26,27000,11000,8.9,1,0.99,11000,0.45,4900.5,A
23,27000,11000,8.59,1,0.995,11000,0.45,4925.25,A
22,27300,11000,11.48,1,1.0,11000,0.45,4950.0,B
21,29000,11000,13.49,1,0.99,11000,0.45,4900.5,C
21,29004,11000,14.22,1,0.99,11000,0.45,4900.5,C
23,29472,11000,13.49,1,1.0,11000,0.45,4950.0,C
25,30720,11000,13.72,1,0.99,11000,0.45,4900.5,C
26,77604,6800,13.06,0,0.08,6800,0.45,244.80000000000004,C
23,32000,11000,9.91,1,0.985,11000,0.45,4875.75,B
25,32000,11000,7.66,1,0.985,11000,0.45,4875.75,A
23,77705,4000,16.77,0,0.205,4000,0.45,369.0,E
23,33000,11000,7.66,1,0.985,11000,0.45,4875.75,A
25,77800,30000,10.99,0,0.065,30000,0.45,877.5,B
23,77927,15000,12.99,0,0.03,15000,0.45,202.5,C
23,33600,11000,15.65,1,0.99,11000,0.45,4900.5,D
25,29000,11000,8.49,1,0.99,11000,0.45,4900.5,A
24,78000,2300,10.99,0,0.005,2300,0.45,5.175000000000001,A
23,78000,2400,12.42,0,0.005,2400,0.45,5.4,B
24,72000,14000,14.65,1,0.77,14000,0.45,4851.0,C
25,72000,10000,14.27,1,0.325,10000,0.45,1462.5000000000002,C
24,29000,11000,15.05,1,0.995,11000,0.45,4925.25,D
24,78000,4500,12.69,0,0.01,4500,0.45,20.250000000000004,B
23,57000,11050,14.74,1,0.985,11050,0.45,4897.912499999999,D
23,78000,10000,6.62,0,0.0,10000,0.45,0.0,A
25,78000,8000,7.9,0,0.02,8000,0.45,72.00000000000001,A
22,30000,11100,6.62,1,1.0,11100,0.45,4995.0,A
23,78000,5000,11.71,0,0.01,5000,0.45,22.500000000000004,B
26,78000,7200,6.62,0,0.035,7200,0.45,113.40000000000002,A
24,78000,5000,6.62,0,0.01,5000,0.45,22.500000000000004,A
24,78000,8500,7.51,0,0.0,8500,0.45,0.0,A
22,78000,1750,10.65,0,0.035,1750,0.45,27.562500000000007,B
22,72000,8500,15.96,1,0.195,8500,0.45,745.8750000000001,C
22,32244,11100,12.21,1,0.965,11100,0.45,4820.174999999999,B
25,45000,11100,13.11,0,0.04,11100,0.45,199.8,C
23,78000,15000,8.49,0,0.045,15000,0.45,303.75,A
22,62500,11100,10.99,0,0.025,11100,0.45,124.87500000000001,C
23,78000,25000,10.99,0,0.035,25000,0.45,393.7500000000001,B
26,78000,3000,11.49,0,0.025,3000,0.45,33.75000000000001,B
26,78000,8325,6.99,0,0.015,8325,0.45,56.19375,A
23,78000,6000,12.99,0,0.025,6000,0.45,67.50000000000001,C
21,40000,12000,8.9,0,0.005,12000,0.45,27.000000000000004,A
22,26000,11200,16.89,1,1.0,11200,0.45,5040.0,D
24,30852,11200,5.79,1,0.99,11200,0.45,4989.6,A
23,78000,4200,13.06,0,0.015,4200,0.45,28.35,C
24,78000,20000,10.37,0,0.04,20000,0.45,360.00000000000006,B
25,78000,8000,5.79,0,0.0,8000,0.45,0.0,A
25,78000,6000,10.99,0,0.005,6000,0.45,13.500000000000002,B
22,40000,5000,16.29,0,0.02,5000,0.45,45.00000000000001,D
23,78000,4600,7.66,0,0.015,4600,0.45,31.05,A
24,78000,3600,5.42,0,0.0,3600,0.45,0.0,A
23,78000,12400,7.29,0,0.0,12400,0.45,0.0,A
26,36000,11200,10.99,1,0.97,11200,0.45,4888.8,A
26,78000,12000,13.43,0,0.01,12000,0.45,54.00000000000001,C
25,30840,11200,17.27,1,0.97,11200,0.45,4888.8,D
22,40000,11200,7.88,0,0.005,11200,0.45,25.200000000000003,A
24,41600,11200,10.62,0,0.01,11200,0.45,50.400000000000006,B
22,78000,12000,6.54,0,0.005,12000,0.45,27.000000000000004,A
21,42000,11200,16.77,0,0.18,11200,0.45,907.2,D
25,78000,10000,5.79,0,0.0,10000,0.45,0.0,A
23,78000,6000,6.91,0,0.0,6000,0.45,0.0,A
22,42000,11200,10.99,0,0.05,11200,0.45,252.00000000000003,B
26,78000,1750,10.36,0,0.015,1750,0.45,11.8125,B
23,45000,11200,10.59,0,0.015,11200,0.45,75.6,B
25,78000,14000,7.51,0,0.0,14000,0.45,0.0,A
23,72000,12000,13.61,1,0.65,12000,0.45,3510.0000000000005,C
24,45000,11200,12.04,0,0.045,11200,0.45,226.8,C
26,78000,2400,14.72,0,0.02,2400,0.45,21.6,C
22,78000,15000,7.88,0,0.055,15000,0.45,371.25,A
23,78000,25000,15.58,0,0.195,25000,0.45,2193.75,D
25,78000,2400,11.86,0,0.01,2400,0.45,10.8,B
24,78000,9800,10.99,0,0.015,9800,0.45,66.15,B
23,78000,1000,9.88,0,0.035,1000,0.45,15.750000000000004,B
24,50000,11200,13.85,0,0.06,11200,0.45,302.4,C
23,72000,19000,10.99,1,0.77,19000,0.45,6583.500000000001,F
23,78000,6150,7.88,0,0.015,6150,0.45,41.5125,A
23,54000,11200,13.99,0,0.09,11200,0.45,453.6,C
22,78000,18000,10.99,0,0.005,18000,0.45,40.50000000000001,B
22,78000,7750,7.51,0,0.0,7750,0.45,0.0,A
22,78000,16000,16.45,0,0.07,16000,0.45,504.0000000000001,E
22,78000,16000,16.45,0,0.065,16000,0.45,468.0,E
24,78000,14500,7.51,0,0.015,14500,0.45,97.875,A
23,60000,11200,10.78,0,0.03,11200,0.45,151.2,C
24,78000,25000,12.18,0,0.015,25000,0.45,168.75,B
24,61000,11200,9.99,0,0.01,11200,0.45,50.400000000000006,B
22,61200,11200,6.62,0,0.0,11200,0.45,0.0,A
22,78000,4000,7.74,0,0.005,4000,0.45,9.000000000000002,A
25,78000,14200,11.48,0,0.04,14200,0.45,255.60000000000002,B
22,57800,11200,13.16,1,0.665,11200,0.45,3351.6000000000004,C
24,78000,8000,13.22,0,0.04,8000,0.45,144.00000000000003,C
23,78000,16000,11.89,0,0.045,16000,0.45,324.0,B
22,78000,9600,10.95,0,0.02,9600,0.45,86.4,B
25,61200,20000,14.74,1,0.975,20000,0.45,8775.0,D
25,68000,11200,11.99,0,0.02,11200,0.45,100.80000000000001,B
22,69700,11200,10.99,0,0.0,11200,0.45,0.0,B
24,71000,11200,11.36,0,0.0,11200,0.45,0.0,B
24,61200,13500,10.83,1,0.71,13500,0.45,4313.25,B
22,78000,5600,10.99,0,0.045,5600,0.45,113.4,B
25,72000,11200,10.36,0,0.005,11200,0.45,25.200000000000003,B
25,78000,25000,9.64,0,0.065,25000,0.45,731.25,B
26,78402,11200,11.71,0,0.01,11200,0.45,50.400000000000006,B
25,80000,11200,10.99,0,0.005,11200,0.45,25.200000000000003,B
25,78200,6000,6.54,0,0.005,6000,0.45,13.500000000000002,A
25,82000,11200,5.42,0,0.015,11200,0.45,75.6,A
23,61455,15000,16.82,1,0.96,15000,0.45,6480.0,E
24,86700,11200,10.99,0,0.025,11200,0.45,126.00000000000001,A
24,78386,4000,5.42,0,0.0,4000,0.45,0.0,A
22,78400,5000,17.49,0,0.165,5000,0.45,371.25000000000006,D
24,78400,17400,13.48,0,0.025,17400,0.45,195.75000000000003,C
26,100016,11200,13.98,0,0.05,11200,0.45,252.00000000000003,C
22,78413,17500,10.65,0,0.015,17500,0.45,118.125,B
26,78420,8000,11.49,0,0.035,8000,0.45,126.00000000000003,B
24,78500,6000,7.49,0,0.005,6000,0.45,13.500000000000002,A
23,78500,7200,7.49,0,0.025,7200,0.45,81.00000000000001,A
25,72500,16000,15.28,1,0.675,16000,0.45,4860.0,D
23,78500,4800,7.14,0,0.04,4800,0.45,86.4,A
24,110000,11200,7.49,0,0.005,11200,0.45,25.200000000000003,A
25,78500,16000,7.88,0,0.015,16000,0.45,108.0,A
24,180000,11200,5.79,0,0.02,11200,0.45,100.80000000000001,A
25,45000,11250,9.38,0,0.0,11250,0.45,0.0,A
25,75000,11250,10.99,0,0.08,11250,0.45,405.00000000000006,C
22,72644,5900,7.49,1,0.72,5900,0.45,1911.6000000000001,A
26,61754,10000,14.83,1,1.0,10000,0.45,4500.0,D
21,35000,11300,13.49,1,0.955,11300,0.45,4856.174999999999,C
26,41892,11300,13.22,0,0.07,11300,0.45,355.9500000000001,C
25,78720,10000,9.62,0,0.045,10000,0.45,202.5,B
22,78792,5500,14.61,0,0.06,5500,0.45,148.5,D
23,78885,20000,12.42,0,0.005,20000,0.45,45.00000000000001,B
26,78948,17500,11.83,0,0.05,17500,0.45,393.75000000000006,B
22,72955,7500,10.99,1,0.07,7500,0.45,236.25000000000006,B
22,45000,11300,13.48,0,0.08,11300,0.45,406.80000000000007,C
22,78996,10000,11.11,0,0.015,10000,0.45,67.5,B
23,71000,11300,7.49,0,0.005,11300,0.45,25.425000000000004,A
21,29000,11325,9.91,1,0.995,11325,0.45,5070.76875,B
22,79000,10375,6.62,0,0.005,10375,0.45,23.343750000000004,A
23,79000,17825,6.62,0,0.02,17825,0.45,160.425,A
25,36000,11325,12.69,1,0.975,11325,0.45,4968.84375,B
24,79000,8000,5.99,0,0.0,8000,0.45,0.0,A
25,30000,11400,7.51,1,0.975,11400,0.45,5001.75,A
26,41500,11400,7.66,0,0.025,11400,0.45,128.25000000000003,A
24,43000,11400,10.99,0,0.05,11400,0.45,256.50000000000006,A
25,79000,14000,6.92,0,0.0,14000,0.45,0.0,A
22,79000,35000,13.8,0,0.075,35000,0.45,1181.25,C
22,50000,11400,17.58,0,0.06,11400,0.45,307.8,D
23,60000,11400,15.23,0,0.065,11400,0.45,333.45000000000005,C
25,79000,10000,5.79,0,0.0,10000,0.45,0.0,A
25,79000,20000,6.91,0,0.01,20000,0.45,90.00000000000001,A
22,62050,2000,13.35,1,0.67,2000,0.45,603.0000000000001,C
24,65000,11400,11.89,0,0.02,11400,0.45,102.60000000000001,B
24,73000,11400,14.84,1,0.985,11400,0.45,5053.05,D
25,79000,9000,6.76,0,0.005,9000,0.45,20.250000000000004,A
25,62050,18300,10.62,1,0.64,18300,0.45,5270.400000000001,B
22,79000,10000,10.99,0,0.02,10000,0.45,90.00000000000001,B
23,79000,3200,7.88,0,0.0,3200,0.45,0.0,A
23,107806,11425,10.37,0,0.005,11425,0.45,25.706250000000004,B
23,79000,16000,12.73,0,0.06,16000,0.45,432.0,C
22,79000,11000,13.11,0,0.05,11000,0.45,247.50000000000003,C
26,79000,14000,13.57,0,0.055,14000,0.45,346.5,C
25,79000,14500,11.48,0,0.01,14500,0.45,65.25000000000001,B
26,79000,18500,10.99,0,0.035,18500,0.45,291.37500000000006,C
25,79000,15000,13.79,0,0.02,15000,0.45,135.00000000000003,C
25,79000,7500,10.01,0,0.03,7500,0.45,101.25,B
23,79100,3300,5.42,0,0.0,3300,0.45,0.0,A
24,24000,11500,7.51,1,0.995,11500,0.45,5149.125,A
26,79200,6075,6.03,0,0.0,6075,0.45,0.0,A
24,79200,3800,6.62,0,0.005,3800,0.45,8.55,A
23,79200,5000,5.42,0,0.0,5000,0.45,0.0,A
23,79200,8000,7.88,0,0.02,8000,0.45,72.00000000000001,A
22,79200,4750,10.25,0,0.01,4750,0.45,21.375000000000004,B
26,79380,10000,12.23,0,0.05,10000,0.45,225.00000000000003,C
24,79400,12000,9.88,0,0.015,12000,0.45,81.0,B
25,62393,20000,15.05,1,0.935,20000,0.45,8415.0,D
26,79500,6000,11.36,0,0.01,6000,0.45,27.000000000000004,B
26,79560,8000,12.53,0,0.035,8000,0.45,126.00000000000003,B
26,34100,11500,6.62,1,0.995,11500,0.45,5149.125,A
22,79618,7000,7.74,0,0.085,7000,0.45,267.75000000000006,A
21,34500,11500,15.31,1,0.96,11500,0.45,4968.0,D
24,79632,7200,14.17,0,0.145,7200,0.45,469.8,C
26,79700,7200,9.99,0,0.02,7200,0.45,64.80000000000001,B
25,79700,10000,10.99,0,0.02,10000,0.45,90.00000000000001,A
24,79768,12000,13.49,0,0.005,12000,0.45,27.000000000000004,C
23,40000,13000,7.29,0,0.02,13000,0.45,117.00000000000001,A
25,79992,10000,6.03,0,0.005,10000,0.45,22.500000000000004,A
23,79992,6000,10.99,0,0.01,6000,0.45,27.000000000000004,B
23,34000,11500,11.49,1,0.99,11500,0.45,5123.25,B
23,79996,24000,16.32,0,0.105,24000,0.45,1134.0,E
23,40000,3000,7.66,0,0.0,3000,0.45,0.0,A
26,74000,15000,9.91,1,0.605,15000,0.45,4083.75,B
26,41784,11500,10.95,0,0.005,11500,0.45,25.875000000000004,B
26,80000,12000,16.29,0,0.035,12000,0.45,189.00000000000006,D
24,42000,11500,7.88,0,0.005,11500,0.45,25.875000000000004,A
25,80000,4000,19.03,0,0.14,4000,0.45,252.00000000000006,E
25,80000,6000,7.9,0,0.0,6000,0.45,0.0,A
25,42000,11500,13.79,0,0.04,11500,0.45,207.00000000000003,C
24,80000,10000,10.99,0,0.03,10000,0.45,135.0,A
26,45760,11500,11.78,0,0.065,11500,0.45,336.375,C
25,45996,11500,12.53,0,0.035,11500,0.45,181.12500000000003,C
23,80000,15000,12.42,0,0.045,15000,0.45,303.75,B
26,62900,11000,7.9,1,0.715,11000,0.45,3539.25,A
26,57000,11500,7.51,0,0.005,11500,0.45,25.875000000000004,A
25,80000,25000,13.49,0,0.11,25000,0.45,1237.5,C
22,40000,8000,5.79,0,0.01,8000,0.45,36.00000000000001,A
24,62500,11500,5.79,0,0.015,11500,0.45,77.625,A
23,80000,24000,11.71,0,0.065,24000,0.45,702.0,B
24,80000,18000,7.9,0,0.02,18000,0.45,162.00000000000003,A
24,63000,11500,14.79,0,0.07,11500,0.45,362.25000000000006,C
24,68298,11500,10.99,0,0.01,11500,0.45,51.75000000000001,A
23,70000,11500,11.86,0,0.0,11500,0.45,0.0,B
24,80000,8000,10.99,0,0.0,8000,0.45,0.0,B
24,80000,10000,8.9,0,0.025,10000,0.45,112.50000000000001,A
24,74000,11500,10.74,0,0.01,11500,0.45,51.75000000000001,B
25,80000,4000,6.62,0,0.0,4000,0.45,0.0,A
24,80000,12000,6.62,0,0.0,12000,0.45,0.0,A
26,79000,11500,11.99,0,0.02,11500,0.45,103.50000000000001,B
25,74000,18000,7.9,1,0.66,18000,0.45,5346.000000000001,A
24,125000,11500,10.38,0,0.0,11500,0.45,0.0,B
24,41000,11525,12.99,0,0.07,11525,0.45,363.0375000000001,C
25,77954,11550,16.77,1,0.885,11550,0.45,4599.7875,D
22,40000,11575,10.99,0,0.015,11575,0.45,78.13125,A
25,80000,12800,10.99,0,0.015,12800,0.45,86.4,C
22,80000,9500,11.71,0,0.015,9500,0.45,64.125,B
26,70000,11600,6.99,0,0.01,11600,0.45,52.2,A
26,80000,4200,14.27,0,0.055,4200,0.45,103.95,C
26,71000,11600,10.99,0,0.005,11600,0.45,26.1,B
23,40000,11650,11.99,0,0.095,11650,0.45,498.0375,B
22,80000,16000,12.42,0,0.0,16000,0.45,0.0,B
23,57996,11650,13.47,0,0.045,11650,0.45,235.9125,C
26,30000,11700,11.71,1,0.98,11700,0.45,5159.7,B
24,80000,7000,14.65,0,0.355,7000,0.45,1118.25,C
25,80000,6000,6.03,0,0.005,6000,0.45,13.500000000000002,A
25,80000,4900,15.27,0,0.04,4900,0.45,88.20000000000002,C
26,80000,7000,6.03,0,0.0,7000,0.45,0.0,A
22,74000,4000,7.51,1,0.085,4000,0.45,153.00000000000003,A
25,80000,18200,7.9,0,0.005,18200,0.45,40.95,A
22,66000,11750,17.14,1,0.88,11750,0.45,4653.0,E
25,80000,5000,7.51,0,0.0,5000,0.45,0.0,A
22,44400,11775,13.49,0,0.03,11775,0.45,158.9625,C
22,35000,11800,10.95,1,0.995,11800,0.45,5283.45,B
25,80000,10000,10.99,0,0.0,10000,0.45,0.0,B
24,40000,11800,6.92,0,0.0,11800,0.45,0.0,A
25,80000,3000,6.03,0,0.005,3000,0.45,6.750000000000001,A
23,42000,11800,12.69,0,0.03,11800,0.45,159.3,B
26,76000,11800,13.11,0,0.06,11800,0.45,318.6,C
22,94000,11800,13.99,0,0.03,11800,0.45,159.3,C
23,80000,7000,16.29,0,0.04,7000,0.45,126.00000000000001,D
22,42500,11850,14.11,1,0.915,11850,0.45,4879.2375,D
25,50000,11875,10.65,0,0.04,11875,0.45,213.75000000000003,B
23,35000,11900,7.66,1,0.965,11900,0.45,5167.575,A
25,80000,11000,6.62,0,0.005,11000,0.45,24.750000000000004,A
21,50000,11975,10.99,0,0.025,11975,0.45,134.71875000000003,A
23,80000,22000,10.65,0,0.0,22000,0.45,0.0,B
23,80000,2000,7.9,0,0.0,2000,0.45,0.0,A
24,80000,2000,15.27,0,0.045,2000,0.45,40.5,C
25,20000,12000,8.07,1,0.99,12000,0.45,5346.0,A
22,80000,35000,10.99,0,0.075,35000,0.45,1181.25,B
25,80000,12000,5.99,0,0.0,12000,0.45,0.0,A
24,80000,2200,13.49,0,0.015,2200,0.45,14.85,C
23,74000,25975,10.99,1,0.625,25975,0.45,7305.46875,D
22,24000,12000,14.79,1,0.96,12000,0.45,5184.0,C
24,24000,12000,10.36,1,0.995,12000,0.45,5373.0,B
25,24000,12000,12.17,1,1.0,12000,0.45,5400.0,D
24,80000,5000,6.99,0,0.005,5000,0.45,11.250000000000002,A
22,24996,12000,9.63,1,0.98,12000,0.45,5292.0,B
23,80000,10000,10.99,0,0.01,10000,0.45,45.00000000000001,B
24,26000,12000,7.9,1,0.985,12000,0.45,5319.0,A
25,26000,12000,11.99,1,1.0,12000,0.45,5400.0,B
25,80000,14000,15.62,0,0.025,14000,0.45,157.50000000000003,D
24,26000,12000,14.26,1,0.99,12000,0.45,5346.0,C
24,80000,5550,8.49,0,0.095,5550,0.45,237.26250000000002,A
21,80000,12000,5.99,0,0.0,12000,0.45,0.0,A
24,80000,2500,11.49,0,0.035,2500,0.45,39.37500000000001,B
23,28000,12000,14.27,1,0.99,12000,0.45,5346.0,C
24,80000,3000,6.99,0,0.0,3000,0.45,0.0,A
22,80000,16000,11.99,0,0.08,16000,0.45,576.0000000000001,B
24,29000,12000,15.05,1,1.0,12000,0.45,5400.0,D
23,80000,9000,7.49,0,0.01,9000,0.45,40.50000000000001,A
23,80000,8000,10.99,0,0.015,8000,0.45,54.0,B
24,29435,12000,7.66,1,0.99,12000,0.45,5346.0,A
26,80000,5000,10.99,0,0.03,5000,0.45,67.5,A
25,80000,15500,10.99,0,0.05,15500,0.45,348.75000000000006,B
22,30000,12000,10.99,1,1.0,12000,0.45,5400.0,B
24,80000,5000,15.62,0,0.065,5000,0.45,146.25,D
21,30000,12000,5.79,1,0.995,12000,0.45,5373.0,A
24,30000,12000,6.91,1,0.995,12000,0.45,5373.0,A
25,80000,2700,10.59,0,0.01,2700,0.45,12.150000000000002,B
24,80000,12000,7.49,0,0.0,12000,0.45,0.0,A
23,80000,4000,15.23,0,0.03,4000,0.45,54.0,C
22,30000,12000,13.72,1,0.99,12000,0.45,5346.0,C
23,80000,5500,5.42,0,0.0,5500,0.45,0.0,A
22,30000,12000,14.46,1,0.99,12000,0.45,5346.0,D
24,80000,12000,13.99,0,0.055,12000,0.45,297.0,C
22,30000,12000,10.62,1,1.0,12000,0.45,5400.0,B
24,80000,9000,10.99,0,0.005,9000,0.45,20.250000000000004,A
23,80000,4000,5.99,0,0.0,4000,0.45,0.0,A
24,30000,12000,11.48,1,0.995,12000,0.45,5373.0,B
25,30000,12000,11.48,1,0.965,12000,0.45,5211.0,B
22,30000,12000,9.32,1,1.0,12000,0.45,5400.0,A
22,80000,4800,10.99,0,0.0,4800,0.45,0.0,B
25,80000,10000,7.49,0,0.0,10000,0.45,0.0,A
23,80000,6000,5.99,0,0.005,6000,0.45,13.500000000000002,A
26,80000,10800,11.99,0,0.005,10800,0.45,24.300000000000004,B
21,80000,5000,12.99,0,0.005,5000,0.45,11.250000000000002,C
22,31000,12000,10.25,1,1.0,12000,0.45,5400.0,B
25,80000,20000,15.62,0,0.025,20000,0.45,225.00000000000003,D
24,74000,35000,20.11,1,0.89,35000,0.45,14017.5,G
25,80000,10250,5.42,0,0.0,10250,0.45,0.0,A
22,31200,12000,10.39,1,0.985,12000,0.45,5319.0,B
22,80000,1500,10.37,0,0.02,1500,0.45,13.500000000000002,B
26,74000,24000,10.74,1,0.71,24000,0.45,7668.0,B
24,32000,12000,7.51,1,0.99,12000,0.45,5346.0,A
22,74000,19000,20.48,1,0.915,19000,0.45,7823.25,G
23,74000,2100,10.99,1,0.66,2100,0.45,623.7,B
23,80000,4800,7.29,0,0.0,4800,0.45,0.0,A
24,32000,12000,7.29,1,0.985,12000,0.45,5319.0,A
22,80000,7250,10.99,0,0.03,7250,0.45,97.875,A
24,32000,12000,13.85,1,1.0,12000,0.45,5400.0,C
26,74000,16800,16.4,1,0.92,16800,0.45,6955.200000000001,E
24,32000,12000,12.87,1,0.995,12000,0.45,5373.0,C
26,32000,12000,8.94,1,0.99,12000,0.45,5346.0,A
21,32000,12000,10.99,1,0.99,12000,0.45,5346.0,B
25,80000,14625,12.68,0,0.045,14625,0.45,296.15625,C
22,32500,12000,11.49,1,0.975,12000,0.45,5265.0,B
23,33000,12000,8.49,1,0.98,12000,0.45,5292.0,A
25,80000,12000,10.0,0,0.025,12000,0.45,135.00000000000003,B
22,33504,12000,13.98,1,0.98,12000,0.45,5292.0,C
24,80000,25000,14.46,0,0.13,25000,0.45,1462.5,D
23,33504,12000,13.11,1,0.98,12000,0.45,5292.0,C
22,33600,12000,9.91,1,0.99,12000,0.45,5346.0,B
21,33600,12000,11.12,1,0.96,12000,0.45,5184.0,B
26,80000,6300,5.79,0,0.0,6300,0.45,0.0,A
24,34000,12000,11.71,1,0.985,12000,0.45,5319.0,B
24,80000,20000,6.54,0,0.005,20000,0.45,45.00000000000001,A
23,80000,9000,9.62,0,0.005,9000,0.45,20.250000000000004,B
25,80000,13000,6.54,0,0.01,13000,0.45,58.50000000000001,A
26,34000,12000,14.96,1,0.965,12000,0.45,5211.0,D
24,80000,16000,6.17,0,0.005,16000,0.45,36.00000000000001,A
25,80000,12000,6.91,0,0.0,12000,0.45,0.0,A
26,80000,18000,5.79,0,0.005,18000,0.45,40.50000000000001,A
23,34000,12000,12.84,1,0.995,12000,0.45,5373.0,C
25,80000,18000,5.79,0,0.005,18000,0.45,40.50000000000001,A
26,80000,2000,6.91,0,0.005,2000,0.45,4.500000000000001,A
25,80000,3000,6.17,0,0.015,3000,0.45,20.25,A
25,80000,25000,10.36,0,0.045,25000,0.45,506.25,B
25,80000,10000,5.79,0,0.005,10000,0.45,22.500000000000004,A
24,34132,12000,10.62,1,1.0,12000,0.45,5400.0,B
22,40000,6000,8.0,0,0.0,6000,0.45,0.0,A
26,34138,12000,10.39,1,0.98,12000,0.45,5292.0,B
22,34500,12000,14.84,1,0.96,12000,0.45,5184.0,D
24,34500,12000,10.38,1,0.995,12000,0.45,5373.0,B
23,80000,25000,9.99,0,0.0,25000,0.45,0.0,B
25,80000,15000,12.61,0,0.055,15000,0.45,371.25,C
24,80000,16000,7.88,0,0.005,16000,0.45,36.00000000000001,A
22,80000,2000,14.72,0,0.08,2000,0.45,72.00000000000001,C
22,35000,12000,10.99,1,0.99,12000,0.45,5346.0,B
25,40000,6000,13.47,0,0.015,6000,0.45,40.5,C
21,40000,15000,13.16,0,0.04,15000,0.45,270.00000000000006,C
23,74000,10000,10.99,1,0.69,10000,0.45,3105.0,C
22,35000,12000,11.71,1,0.995,12000,0.45,5373.0,B
23,35000,12000,10.0,1,0.99,12000,0.45,5346.0,B
24,35000,12000,6.54,1,0.985,12000,0.45,5319.0,A
26,35000,12000,10.91,1,0.975,12000,0.45,5265.0,C
23,80000,8000,15.58,0,0.055,8000,0.45,198.0,D
24,80000,24000,14.35,0,0.08,24000,0.45,864.0000000000001,C
26,80000,4900,6.76,0,0.0,4900,0.45,0.0,A
25,29004,12000,12.84,1,1.0,12000,0.45,5400.0,C
24,35400,12000,7.29,1,0.975,12000,0.45,5265.0,A
25,80000,10000,14.72,0,0.06,10000,0.45,270.0,C
24,40000,2000,12.53,0,0.03,2000,0.45,27.0,C
25,36000,12000,9.91,1,0.995,12000,0.45,5373.0,B
26,30000,12000,11.11,1,1.0,12000,0.45,5400.0,B
23,80000,4000,7.51,0,0.04,4000,0.45,72.00000000000001,A
24,80000,18000,7.51,0,0.02,18000,0.45,162.00000000000003,A
23,40000,6400,8.32,0,0.0,6400,0.45,0.0,A
24,36000,12000,8.88,1,0.975,12000,0.45,5265.0,B
26,80000,7000,7.51,0,0.04,7000,0.45,126.00000000000001,A
22,36000,12000,11.49,1,0.985,12000,0.45,5319.0,B
23,80000,11000,12.73,0,0.02,11000,0.45,99.00000000000001,C
25,62900,8825,15.7,1,0.985,8825,0.45,3911.6812499999996,D
21,36780,12000,11.49,1,0.995,12000,0.45,5373.0,B
25,31008,12000,13.79,1,0.99,12000,0.45,5346.0,C
24,80000,18000,10.62,0,0.0,18000,0.45,0.0,B
23,80000,12000,13.48,0,0.04,12000,0.45,216.00000000000003,C
24,80000,12000,13.48,0,0.09,12000,0.45,486.0,C
22,80000,10000,7.14,0,0.0,10000,0.45,0.0,A
23,80000,15000,9.88,0,0.075,15000,0.45,506.25000000000006,B
26,80000,15000,16.07,0,0.155,15000,0.45,1046.25,D
26,80000,25000,10.99,0,0.085,25000,0.45,956.2500000000001,B
25,80000,12000,7.88,0,0.0,12000,0.45,0.0,A
26,62900,24250,10.99,1,0.825,24250,0.45,9002.8125,E
22,31200,12000,10.99,1,0.995,12000,0.45,5373.0,B
22,80000,5000,11.36,0,0.0,5000,0.45,0.0,B
25,80000,8500,7.51,0,0.005,8500,0.45,19.125000000000004,A
23,80000,25000,10.99,0,0.11,25000,0.45,1237.5,D
24,80000,25000,10.99,0,0.255,25000,0.45,2868.75,C
22,37392,12000,10.62,1,0.965,12000,0.45,5211.0,B
26,80000,25000,10.62,0,0.06,25000,0.45,675.0,B
22,80000,5000,7.14,0,0.015,5000,0.45,33.75,A
21,32000,12000,10.99,1,0.99,12000,0.45,5346.0,D
26,80000,5000,14.96,0,0.055,5000,0.45,123.75,D
23,80000,20000,14.96,0,0.11,20000,0.45,990.0,D
23,38000,12000,11.71,1,0.975,12000,0.45,5265.0,B
22,62900,12000,16.35,1,0.99,12000,0.45,5346.0,E
23,80000,6000,19.13,0,0.11,6000,0.45,297.0,F
22,74000,10000,11.83,1,0.66,10000,0.45,2970.0000000000005,B
21,38000,12000,10.37,1,0.98,12000,0.45,5292.0,B
26,38000,12000,10.99,1,0.97,12000,0.45,5238.0,B
24,38000,12000,13.23,1,0.99,12000,0.45,5346.0,C
23,80000,10000,7.74,0,0.0,10000,0.45,0.0,A
24,38000,12000,11.89,1,0.94,12000,0.45,5076.0,B
22,80000,6000,7.4,0,0.03,6000,0.45,81.0,A
24,38000,12000,11.34,1,0.995,12000,0.45,5373.0,C
25,80000,6000,7.74,0,0.0,6000,0.45,0.0,A
24,38001,12000,6.17,1,0.995,12000,0.45,5373.0,A
25,80000,25000,15.31,0,0.08,25000,0.45,900.0000000000001,D
24,80000,6000,8.59,0,0.02,6000,0.45,54.00000000000001,A
25,80000,25000,11.48,0,0.02,25000,0.45,225.00000000000003,B
22,38004,12000,10.75,1,0.995,12000,0.45,5373.0,B
25,32004,12000,14.96,1,0.995,12000,0.45,5373.0,D
22,80000,2000,10.99,0,0.02,2000,0.45,18.000000000000004,A
24,80000,5500,8.94,0,0.0,5500,0.45,0.0,A
26,80000,15000,12.53,0,0.035,15000,0.45,236.25000000000006,B
25,38340,12000,11.71,1,0.96,12000,0.45,5184.0,B
23,80000,8500,11.14,0,0.03,8500,0.45,114.75,B
23,74000,25000,12.18,1,0.38,25000,0.45,4275.0,B
26,38400,12000,8.9,1,0.965,12000,0.45,5211.0,A
26,80000,7000,13.22,0,0.01,7000,0.45,31.500000000000004,C
